,waterGoal,designYears,waterPercent,asteroidDensity,excavationMaterialDensity,excavationMaterialThickness,excavationNumScoops,excavationVolumeFactor,excvationMassA0,excavationMassFactor,excavationShape,excavationTime,asteroidCp,processStartTemp,processEndTemp,processEnthalpy,solarPanelEfficiency,solarPanelEnergyDensity,solarAnnualDegradation,asteroidMaxSunDistance,earthSolarRadiation,solarThermalEfficiency,solarThermalEnergyDensity,processVolumeFactor,processMassFactor,processMaterialDensity,processMaterialThickness,elecHydrogenEnergy,elecPower,elecMass,waterFilterMass,waterFilterPower,waterFilterLoss,cryocoolerMass,cryocoolerPower,cryocoolerRDCost,cryocoolerTFUCost,deltaVtoAsteroid,deltaVtoEML1,asteroidPropellantRatio,dryMassGuess,spacecraftBasePower,batteryTime,batteryDensity,cdhMass,mliDensity,radiatorDensity,radiationPower,radiationRejectionTemperature,spacecraftSAFactor,structureDryMassFactor,gncMass,tankMaterialThickness,engineMass,commMass,attMass,spacecraftDryMassFactor,dryMassMargin,cerStructureA1,cerStructureE1,cerEPSA1,cerEPSA2,cerEPSE1,cerDryMassA1,cerIATA0,cerIATA1,cerProgramA1,cerProgramE1,cerTFUDryMassA1,cerTFUIATA1,cerTFUProgramA1,cerTFUTRLFactor,cerTfuEPSA1,cerTfuEPSE1,launchPrice,roundTrips,processSolarPanelHeatRatio,processTime,processNumBatch,engineISP,electrolysis,propTankDensity,tankNumber,tankPressurantMassFactor,tankVolumeFactor,propDensity,cryocooler,waterFilter,totalPropellant,launchedPropellant,asteroidWaterNeeded,netPropellant,massPropToAsteroid,massPropToEML1,excavationSystemSA,excavationVolume,excavationMass,regolithNeeded,totalExcavationTime,waterPerBatch,reactionEnergy,processingVolume,processSystemSA,totalProcessingMass,powerPerBatch,totalPowerMass,totalEnergyPerBatch,totalProcessingTime,processContainerMass,baseSolarPanelMass,batteryMass,costPower1Rd,costPower2Rd,costPowerRd,costPowerTfu,propVolume,tankSA,massTank,massEngine,massGNC,spacecraftSurfaceArea,massMLI,thermalLoad,radiatorArea,massRadiator,massAtt,massComms,massCDH,timeElectrolysis,massElectrolysis,powerElec,elecPowerMass,waterFilterPowerMass,massWaterFilter,totalPayloadMass,totalStayDays,dryMass,netProp,launchMass,percentPropSold,structureMass,costStructureRd,rdte_costCer_spacecraft,rdte_costCer_iatX1,rdte_costCer_iat,rdte_costCer_programLevelCostCER,rdte_costCer_totalCost,tfu_costCer_spacecraft,tfu_costCer_iatX1,tfu_costCer_iat,tfu_costCer_programX1,tfu_costCer_programLevelCostCER,tfu_costCer_totalCost,totalCost,costPerKgWater,launchCost,costLaunchAndTFU,soldProp,recoverySalePrice
0,800.0,3.0,0.215,1743.0,2097.0,0.00383,9.1,5.1,5.68,1.25,square,0.76,1014.0,297.0,582.0,981.0,0.89,0.071,3.17,1.33,1360.8,0.58,3.2,4.5,0.3,1785.0,0.00349,55.3,1.12,36.5,0,0,0,0,0,0,0,2.5,2.43,1.0,400.0,1.061,6.78,106.7,10.0,0.72,3.67,3.67,316.1,0.3,0.217,30.3,0.00395,42.9,25.0,53.0,3.33,0.09,154.0,0.833,61.3,3.01,0.686,112.7,991.6,0.216,1.5,0.815,30.0,10.19,0.301,1.23,117.9,0.767,16.5,3.0,0.0,3.0,6.7,207.0,0.0,1675.0,1.0,1.21,4.2,1.01,0.0,0.0,3879.7335624324114,1042.2196081878308,3637.5139542445804,-242.21960818783077,1042.0,2838.0,5.324209408746065,1.07,59.0,16919.0,6.92,59.6607176356336,3247900.33299426,0.05323383084577115,0.6368018659333518,15.11,14.603,13.92,3785199.43,182.91,1.19,0.14677335411609044,67.41874414245548,4141.766222539837,56.415530019988964,4198.181752559826,2984.7843746907,3841.3203588439715,0.2681775678266957,2.1469390980913845,42.9,30.3,1.8687566527518338,1.3455047899813202,3.67,6.483134356265239,23.793103087493428,53.0,25.0,10.0,0,0,0,0,0.0,0.0,74.11,183.67,431.520511265084,-242.0,1473.7401194529148,-0.3025,93.63995094452322,6756.906070107763,59587.449442242556,59587.449442242556,13862.489079524392,11690.751203054408,144697.0,12945.61533795252,431.520511265084,4397.194009791206,17342.809347743725,5220.185613670861,53405.0,198102.0,247.6275,24316.711970973094,77721.71197097309,316.0,245.95478471826928
0,800.0,3.0,0.145,1668.0,1924.0,0.00248,7.9,4.5,5.18,1.16,cylinder,1.81,1008.0,325.0,608.0,1090.0,0.86,0.071,3.78,1.35,1360.8,0.65,2.0,5.5,0.3,2096.0,0.00409,56.5,1.04,31.3,0,0,0,0,0,0,0,2.45,2.58,1.0,400.0,0.996,6.97,93.7,9.6,0.79,3.66,3.66,314.8,0.22,0.217,29.3,0.00462,44.3,25.0,50.2,2.82,0.1,158.0,0.821,58.4,2.39,0.711,109.3,966.5,0.232,1.974,0.813,43.8,10.99,0.324,1.2,113.1,0.743,18.3,4.0,0.0,1.5,5.6,209.0,0.0,1645.0,1.0,1.27,4.6,1.0,0.0,0.0,4475.178321931231,1171.5871313212808,4103.59119060995,-371.5871313212808,1172.0,3304.0,7.490793295449672,2.15,47.0,28301.0,14.3,92.75748622536054,5610746.947039011,0.255952380952381,2.2171860565204344,77.45,51.178,71.75,6632678.15,66.36,5.7,0.14467355936750712,74.08879402347918,4335.2345068382465,50.95146916175607,4386.1859760000025,2775.3529242919735,4475.178321931231,0.2791393416768873,2.6942174751689234,44.3,29.3,2.1971661126023383,1.7357612289558473,3.66,6.572931885364101,24.05693070043261,50.2,25.0,9.6,0,0,0,0,0.0,0.0,124.45,68.17,507.7961864924113,-372.0,1679.3833178136922,-0.465,110.19177246885326,7503.459704475874,67391.76886409643,67391.76886409643,16601.390376470372,16634.299703287787,171017.0,22241.472968367616,507.7961864924113,5580.680089551601,27822.15305791922,9014.377590765827,80785.0,251802.0,314.7525,30732.71471599057,111517.71471599057,-316.0,-352.90416049364103
0,800.0,3.0,0.126,1758.0,1678.0,0.00391,8.1,4.4,16.13,1.18,cylinder,1.19,1004.0,287.0,554.0,972.0,0.87,0.079,3.61,1.25,1360.8,0.68,2.3,4.5,0.3,2260.0,0.00396,52.2,1.27,34.9,0,0,0,0,0,0,0,2.56,2.4,1.0,400.0,1.185,4.85,93.6,9.6,0.71,3.55,3.55,315.8,0.3,0.246,23.9,0.00468,42.6,25.0,62.0,3.93,0.12,158.0,0.793,60.8,2.82,0.694,100.9,1016.2,0.211,2.03,0.804,38.2,11.69,0.304,1.19,105.3,0.77,12.0,5.0,0.0,1.6,3.6,203.0,0.0,2008.0,1.0,1.17,4.7,1.0,0.0,0.0,4519.320722104265,1396.6201807997218,3922.7005413045435,-596.6201807997218,1397.0,3123.0,7.411847759327422,2.19,74.0,31133.0,9.64,134.52333817916818,7256197.819653245,0.38020833333333326,2.3617119915363203,66.23,59.943,59.89,8286538.69,46.66,6.34,0.16333134064984964,61.40224358974359,3743.186955767921,55.36179635398324,3798.5487521219043,2513.1510063262394,4519.320722104265,0.2842759613959566,3.1256155600731574,42.6,23.9,3.0173507136779096,2.1423190067113156,3.55,6.2950153214171864,22.34730439103101,62.0,25.0,9.6,0,0,0,0,0.0,0.0,140.23000000000002,47.849999999999994,536.1697717712934,-597.0,1932.7899525710152,-0.74625,131.8977638557382,7585.869567693842,65483.94829153926,65483.94829153926,14833.313089514784,15124.062480750787,162203.0,20481.68528166341,536.1697717712934,6267.82463200642,26749.50991366983,8131.851013755628,75627.0,237830.0,297.2875,23193.47943085218,98820.47943085218,-1588.0,-62.229521052173915
0,800.0,3.0,0.155,1368.0,1400.0,0.002,7.3,4.3,10.48,1.14,square,0.87,1217.0,293.0,571.0,1073.0,0.89,0.065,4.03,1.32,1360.8,0.6,3.2,5.0,0.3,2116.0,0.00388,54.1,1.07,33.3,0,0,0,0,0,0,0,2.6,2.57,1.0,400.0,0.978,4.34,102.3,9.2,0.78,3.13,3.13,313.9,0.3,0.225,15.4,0.00403,43.5,27.0,54.8,3.74,0.16,159.0,0.791,59.6,2.48,0.71,93.2,971.4,0.206,1.827,0.81,41.5,11.99,0.406,1.14,106.6,0.77,7.6,4.0,0.0,3.0,6.3,213.0,0.0,2199.0,1.0,1.21,4.4,1.02,0.0,0.0,3796.718812184993,935.599947962415,3661.118864222578,-135.59994796241494,936.0,2861.0,7.633386243829112,2.37,35.0,23620.0,6.35,79.6068463627436,4740185.690744943,0.12539682539682542,1.252644104879941,23.51,22.511,20.43,5834878.86,137.97,3.09,0.12531226776102175,41.490909090909085,2480.3267929767385,34.45630837527274,2514.7831013520113,1881.8692299491559,3722.273345279405,0.28391167745852347,3.044380289627404,43.5,15.4,2.7509826078502724,2.1457664341232126,3.13,5.685858085616096,17.79673580797838,54.8,27.0,9.2,0,0,0,0,0.0,0.0,58.510000000000005,138.84,378.12314888820276,-136.0,1313.7230968506178,-0.17,85.07770849984563,5344.1840862809495,43100.04466401346,43100.04466401346,9850.009200786772,10367.296055682982,107608.0,15692.110678860414,378.12314888820276,4533.696555169551,20225.807234029966,8211.677737016167,58742.0,166350.0,207.9375,9984.295536064696,68726.29553606469,392.0,175.32218248996094
0,800.0,3.0,0.196,1770.0,2067.0,0.00388,8.5,4.2,8.6,1.19,square,0.98,1168.0,292.0,606.0,1014.0,0.93,0.087,3.78,1.3,1360.8,0.56,2.8,4.7,0.3,2139.0,0.00358,52.4,0.93,41.2,0,0,0,0,0,0,0,2.33,2.55,1.0,400.0,1.131,6.33,75.0,10.2,0.71,3.81,3.81,312.1,0.3,0.198,21.3,0.00434,40.1,25.0,49.7,3.23,0.13,155.0,0.792,58.5,2.53,0.7,92.4,976.2,0.204,1.851,0.734,44.9,11.88,0.357,1.2,118.5,0.773,16.3,4.0,0.0,4.3,4.6,198.0,0.0,1706.0,1.0,1.23,4.9,1.0,0.0,0.0,4540.059991399756,1093.0838920811943,4246.976099318561,-293.08389208119434,1093.0,3447.0,5.356367003955462,1.44,60.0,21668.0,8.33,108.61831456057702,6112040.564063545,0.07280080889787666,0.8194491224655669,22.33,18.968,20.44,7046956.13,168.13,1.88,0.18666913046131844,95.4564,5595.119544131988,67.1431631706796,5662.262707302667,4024.9779811492135,4540.059991399756,0.295920838915723,2.694941965643651,40.1,21.3,1.9415210896010258,1.3784799736167281,3.81,7.082178068766277,26.983098441999516,49.7,25.0,10.2,0,0,0,0,0.0,0.0,82.33,169.10999999999999,471.8776948715657,-293.0,1564.9615869527602,-0.36625,93.43178358457001,5635.902257883929,54899.66397131927,54899.66397131927,12175.731450149131,5575.073128917871,123470.0,21187.3084997333,471.8776948715657,5605.907015074201,26793.2155148075,9565.177938786277,82358.0,205828.0,257.285,25508.873867329992,107866.87386733,-79.0,-1365.4034666750633
0,800.0,3.0,0.13,1737.0,2168.0,0.0038,6.7,4.3,8.6,1.21,cylinder,0.85,1400.0,277.0,610.0,1021.0,0.88,0.059,3.73,1.23,1360.8,0.66,2.2,4.5,0.3,2064.0,0.00388,54.1,1.3,33.8,0,0,0,0,0,0,0,2.06,2.45,1.0,400.0,1.117,6.17,76.9,10.4,0.72,3.4,3.4,314.8,0.32,0.251,30.2,0.0036,35.4,25.0,43.0,3.62,0.18,149.0,0.825,63.6,2.62,0.723,108.0,1048.4,0.2,2.029,0.811,44.3,7.25,0.291,1.2,111.6,0.778,15.0,5.0,0.0,3.1,5.7,207.0,0.0,1689.0,1.0,1.11,4.5,0.99,0.0,0.0,4114.205880801608,963.8741282614769,3950.3317525401308,-163.87412826147693,964.0,3150.0,8.153527112673322,2.61,90.0,30387.0,5.7,103.43890422990653,5860772.542660075,0.14770797962648555,1.2574242133287128,34.05,29.776,31.02,7975163.5,118.39,3.02,0.11174870324514768,89.62145643693108,5707.031846915208,73.2873274892858,5780.319174404493,3690.300813465719,4155.76351596122,0.2798952780287609,1.8890815258639464,35.4,30.2,3.101070913289855,2.232771057568695,3.4,6.106002297879219,20.760407812789346,43.0,25.0,10.4,0,0,0,0,0.0,0.0,124.05,119.24,547.5942811825857,-164.0,1511.4684094440627,-0.205,137.44616457682903,8652.581214985277,73573.08275710902,73573.08275710902,15763.016551421804,17955.236026742674,182342.0,24258.426656388547,547.5942811825857,3970.058538573747,28228.485194962293,8214.489191734026,81848.0,264190.0,330.2375,22672.02614166094,104520.02614166094,144.0,725.8335148726454
0,800.0,3.0,0.166,1711.0,2119.0,0.00387,8.9,4.8,3.7,1.24,cylinder,0.79,1400.0,310.0,576.0,1113.0,0.9,0.065,3.81,1.35,1360.8,0.62,1.7,4.4,0.3,1498.0,0.00386,52.9,0.89,35.3,0,0,0,0,0,0,0,2.51,2.45,1.0,400.0,1.092,5.75,71.4,10.2,0.73,3.46,3.46,314.5,0.32,0.219,19.2,0.00558,25.3,27.0,45.3,3.39,0.18,160.0,0.831,64.4,2.33,0.71,109.3,1075.8,0.258,2.019,0.915,46.4,7.45,0.283,1.2,112.6,0.727,13.7,3.0,0.0,2.7,6.0,214.0,0.0,1946.0,1.0,1.2,4.7,0.99,0.0,0.0,3976.1926504603634,1124.8600126889899,3651.332637771374,-324.86001268898985,1125.0,2851.0,6.133524447403939,1.44,66.0,21996.0,7.03,68.3770156886025,4223286.263119566,0.08888888888888888,0.8763635948822899,39.65,22.049,38.13,5143658.22,144.18,1.52,0.14534957217523664,87.94117647058823,5672.7722771539675,59.618319059780426,5732.390596213748,2920.704261828985,4016.356212586226,0.2956789791116891,3.8528201002806193,25.3,19.2,2.337781446847334,1.7065804561985538,3.46,6.237498307297774,21.581744143250297,45.3,27.0,10.2,0,0,0,0,0.0,0.0,105.65,144.97,486.6808613687477,-325.0,1611.5408740577375,-0.40625,106.58310863975575,7746.919244656468,66673.52798847434,66673.52798847434,18277.570221026377,52366.5198872932,233372.0,22581.991967509894,486.6808613687477,3625.7724171971704,26207.764384707065,7416.797320872099,74531.0,307903.0,384.87875,22078.109974591003,96609.109974591,150.0,644.06073316394
0,800.0,3.0,0.13,1855.0,1725.0,0.00337,8.3,4.9,7.12,1.18,cylinder,0.86,1342.0,303.0,612.0,994.0,0.89,0.061,3.7,1.23,1360.8,0.62,1.6,4.5,0.3,2008.0,0.00263,54.0,1.02,35.8,0,0,0,0,0,0,0,1.79,2.51,1.0,400.0,1.183,5.29,70.0,10.9,0.79,3.45,3.45,313.7,0.3,0.223,24.4,0.00518,41.3,25.0,47.7,3.66,0.16,160.0,0.831,64.5,2.62,0.7,114.7,1040.5,0.199,2.042,0.833,44.1,9.57,0.359,1.11,115.1,0.766,10.8,3.0,0.0,4.3,5.1,217.0,0.0,2034.0,1.0,1.17,4.7,1.05,0.0,0.0,3518.412342646408,640.7577833389718,3677.654559307436,159.24221666102824,641.0,2878.0,7.350775007590774,1.84,58.0,28290.0,7.14,86.88057073724157,4792413.280400561,0.08390332877336983,0.862446123878262,26.84,16.704,25.48,6205815.76,182.02,1.37,0.12224917617656213,89.401,5774.249571863388,68.50869547724517,5842.758267340633,3599.632581815728,3350.868897758484,0.31408368604952686,3.8717913853243644,41.3,24.4,2.5581914452555687,2.0209712417518992,3.45,6.283157718038844,21.67689412723401,47.7,25.0,10.9,0,0,0,0,0.0,0.0,84.84,182.88000000000002,485.75510890186337,159.0,1126.512892240835,0.19875,108.32338928511554,7851.8892284567955,69410.75848684115,69410.75848684115,14853.24093888139,22027.451514663848,180643.0,21421.800302572174,485.75510890186337,4648.676392190832,26070.476694763005,9359.301133419918,73627.0,254270.0,317.8375,12166.33923620102,85793.33923620102,1118.0,76.73822829713866
0,800.0,3.0,0.141,1661.0,2211.0,0.00421,6.5,4.3,6.86,1.2,square,1.97,1400.0,275.0,531.0,1061.0,0.89,0.062,3.52,1.34,1360.8,0.41,2.2,4.6,0.3,1574.0,0.00388,51.3,0.99,38.3,0,0,0,0,0,0,0,2.6,2.44,1.0,400.0,1.081,5.99,95.8,9.9,0.74,4.0,4.0,316.4,0.31,0.227,31.4,0.00607,43.4,25.0,48.0,3.35,0.14,159.0,0.849,63.2,2.8,0.721,78.0,1064.8,0.208,1.522,0.852,45.7,8.87,0.357,1.21,117.9,0.69,18.2,4.0,0.0,3.1,5.9,218.0,0.0,1709.0,1.0,1.13,4.9,0.99,0.0,0.0,4227.5440589225145,1329.8115513936202,3697.732507528894,-529.8115513936202,1330.0,2898.0,7.770054206494478,2.43,94.0,26225.0,12.8,96.42066512461261,5677154.589190565,0.13285948605795517,1.1977133134958173,55.14,26.595,52.94,7123160.74,118.89,2.19,0.13400317727207586,67.59070981210857,4280.201860928857,61.87497957328466,4342.076840502142,2161.371171933932,4270.246524164156,0.30202653303515686,3.540415999395128,43.4,31.4,2.8736361564378905,2.126490755764039,4.0,7.039325266434592,28.15730106573837,48.0,25.0,9.9,0,0,0,0,0.0,0.0,149.14,120.86,558.2676547476503,-530.0,1888.0792061412706,-0.6625,126.72675762771664,9699.119961596642,57586.07387241551,57586.07387241551,13042.703365462425,17306.336226048974,149446.0,25512.831821967622,558.2676547476503,4951.834097611658,30464.66591957928,10875.885733289802,89457.0,238904.0,298.63,34363.04155177112,123820.04155177112,-790.0,-156.7342298123685
0,800.0,3.0,0.127,1780.0,1938.0,0.00342,6.3,4.5,5.47,1.23,square,1.21,1177.0,309.0,543.0,1017.0,0.92,0.072,3.38,1.26,1360.8,0.66,1.5,4.3,0.3,1400.0,0.00367,54.9,1.07,31.5,0,0,0,0,0,0,0,2.55,1.82,1.0,400.0,1.073,7.2,97.8,11.8,0.72,3.45,3.45,313.3,0.31,0.205,24.5,0.00415,46.1,25.0,48.7,3.14,0.19,159.0,0.757,62.8,2.53,0.694,119.4,911.0,0.227,1.978,0.787,37.2,10.77,0.366,1.17,108.6,0.728,20.4,6.0,0.0,3.4,5.5,206.0,0.0,2020.0,1.0,1.15,4.5,1.0,0.0,0.0,3135.5955229617975,1245.050050372063,2690.545472589735,-445.05005037206297,1245.0,1891.0,6.876960917897295,1.89,62.0,21185.0,7.62,77.64921998815974,4382311.694115342,0.10106951871657754,0.9330005949198491,30.42,18.071,28.98,5308459.37,117.81,1.44,0.13597911464778603,78.99386503067485,4969.354212326261,55.18294873982171,5024.537161066083,2617.1075551043846,3135.5955229617975,0.3074485873291514,2.963942733717318,46.1,24.5,2.5163971310453515,1.811805934352653,3.45,6.315306844482908,21.787808613466034,48.7,25.0,11.8,0,0,0,0,0.0,0.0,92.42,119.02,494.12769499046783,-445.0,1739.177745362531,-0.55625,101.2961774730459,5243.618276577074,69267.00221950501,69267.00221950501,16634.60950382764,12756.17762676583,167670.0,18381.550253645404,494.12769499046783,5321.755275047339,23703.30552869274,8675.409823501543,69586.0,237256.0,296.57,35479.22600539563,105065.22600539563,-1425.0,-73.72998316168115
0,800.0,3.0,0.149,1816.0,1984.0,0.00399,9.8,5.4,9.19,1.17,cylinder,0.87,1101.0,313.0,569.0,1011.0,0.82,0.05,3.95,1.43,1360.8,0.62,1.7,4.9,0.3,2134.0,0.0036,45.0,1.08,36.4,0,0,0,0,0,0,0,1.92,2.6,1.0,400.0,1.083,6.27,105.4,9.9,0.7,3.32,3.32,316.9,0.31,0.249,22.2,0.00481,38.3,25.0,75.0,3.19,0.16,155.0,0.846,62.4,2.56,0.701,116.3,963.4,0.211,1.846,0.815,47.4,12.2,0.308,1.19,107.2,0.755,24.9,5.0,0.0,2.7,5.1,215.0,0.0,2052.0,1.0,1.28,4.9,0.99,0.0,0.0,4069.660695222222,801.3542833213216,4068.3064119009,-1.3542833213216454,801.0,3268.0,7.183190834445043,1.53,76.0,27304.0,8.53,81.39868771310324,4566818.716867224,0.11111111111111112,1.1324900814393701,47.12,22.943,44.51,5352104.05,134.95,2.61,0.12496213261302806,64.42514231499051,4027.9265175304604,50.263447725987575,4078.189965256448,2492.682599791639,4110.768379012346,0.30588281453926597,3.8644481093635834,38.3,22.2,2.6726847564313405,1.8708793295019381,3.32,5.805853433637534,19.27543339967661,75.0,25.0,9.9,0,0,0,0,0.0,0.0,123.12,135.82,539.7609391881793,-1.0,1341.115222509501,-0.00125,134.40047385785667,9793.970124242212,76646.35731708392,76646.35731708392,17135.78139390471,17664.131333473364,189404.0,25584.6685175197,539.7609391881793,6585.083458095788,32169.75197561549,9908.283608489572,90140.0,279544.0,349.43,33393.76904048658,123533.76904048657,796.0,155.1931771865409
0,800.0,3.0,0.197,1819.0,1689.0,0.00274,8.1,4.4,10.51,1.19,square,1.25,1267.0,309.0,647.0,951.0,0.9,0.067,4.04,1.31,1360.8,0.58,1.6,4.4,0.3,2063.0,0.00359,54.9,0.98,41.0,0,0,0,0,0,0,0,2.59,2.08,1.0,400.0,1.202,5.99,103.8,9.9,0.72,3.73,3.73,313.0,0.32,0.228,17.5,0.00448,46.5,25.0,49.4,3.53,0.11,160.0,0.819,65.2,2.6,0.68,81.6,878.1,0.214,2.095,0.818,30.0,9.82,0.339,1.17,111.6,0.757,8.5,6.0,0.0,3.1,3.8,218.0,0.0,1937.0,1.0,1.22,4.6,0.99,0.0,0.0,3041.730699472273,1012.4587614792376,2829.2719379930354,-212.45876147923764,1012.0,2029.0,4.3256015128569665,0.97,34.0,14362.0,10.12,91.91916627657686,4851005.945006914,0.08234295415959253,0.8327928202957228,40.59,20.947,38.74,5610323.11,95.42,1.85,0.1564051840997775,69.36396917148363,4532.728407984039,52.71626292431909,4585.444670908359,2767.853221345635,3072.455251992195,0.31641906498798256,3.34988662057594,46.5,17.5,1.751940287405015,1.2613970069316107,3.73,6.854068219829575,25.565674459964313,49.4,25.0,9.9,0,0,0,0,0.0,0.0,74.59,96.67,431.621850808808,-212.0,1444.0806122880456,-0.265,98.40978198440823,6861.488274581694,46667.27597148878,46667.27597148878,10864.897057898599,13817.714416258317,121260.0,12948.65552426424,431.621850808808,4238.526574942494,17187.182099206737,5826.4547316310845,51264.0,172524.0,215.655,12274.685204448388,63538.68520444839,-260.0,-244.37955847864765
0,800.0,3.0,0.125,1807.0,2060.0,0.00279,6.5,4.3,6.44,1.23,square,0.9,1339.0,314.0,575.0,1080.0,0.87,0.071,4.04,1.3,1360.8,0.66,2.8,4.4,0.3,1400.0,0.00404,53.6,1.17,37.2,0,0,0,0,0,0,0,2.58,2.51,1.0,400.0,1.08,5.39,110.2,12.0,0.77,3.35,3.35,312.8,0.23,0.225,25.7,0.0036,36.2,25.0,71.4,3.72,0.12,155.0,0.824,66.6,2.61,0.68,122.3,963.9,0.257,1.827,0.91,46.7,10.71,0.361,1.15,102.2,0.742,18.0,4.0,0.0,3.7,5.0,196.0,0.0,2168.0,1.0,1.25,4.5,0.99,0.0,0.0,4707.4246303713635,1309.6807806309664,4197.743849740397,-509.6807806309664,1310.0,3398.0,8.662130654855584,2.86,68.0,33582.0,5.85,129.16134922278144,7741079.753640618,0.15459459459459457,1.2674053799325222,29.46,29.863,27.31,9546649.57,120.25,2.15,0.14665541085990716,52.82395644283121,3527.842749455828,40.89897781689579,3568.741727272724,1943.9489598724253,4754.9743741124885,0.2676063740223671,2.6107677849622135,36.2,25.7,2.3453427540264093,1.8059139206003352,3.35,6.171557371427673,20.674717194282703,71.4,25.0,12.0,0,0,0,0,0.0,0.0,97.46000000000001,121.15,465.1306044635065,-510.0,1774.8113850944728,-0.6375,104.65438600428895,7155.03601048194,67609.2506636415,67609.2506636415,18339.477420555868,45398.77337482758,223226.0,21721.599228445753,465.1306044635065,4981.548773804155,26703.14800224991,9639.836428812217,74829.0,298055.0,372.56875,31946.60493170051,106775.60493170051,-730.0,-146.26795196123356
0,800.0,3.0,0.117,1619.0,2152.0,0.00309,8.2,4.5,7.83,1.18,cylinder,0.93,925.0,286.0,622.0,962.0,0.9,0.08,3.65,1.43,1360.8,0.58,1.8,4.7,0.3,2274.0,0.00377,50.3,1.05,34.6,0,0,0,0,0,0,0,2.56,2.56,1.0,400.0,1.014,7.04,89.2,8.9,0.82,3.58,3.58,315.1,0.28,0.213,22.5,0.00547,43.6,25.0,51.2,3.56,0.1,158.0,0.791,63.2,2.52,0.717,94.1,995.8,0.205,2.039,0.844,55.2,12.66,0.425,1.22,99.2,0.787,17.1,6.0,0.0,4.0,5.5,209.0,0.0,1976.0,1.0,1.21,4.5,1.01,0.0,0.0,4422.56440720352,1214.8061249193147,4007.7582822842055,-414.8061249193147,1215.0,3208.0,8.465432517007761,2.58,74.0,34254.0,7.63,88.86382000630168,4744006.373255394,0.11727272727272728,1.1260626179051736,37.14,17.484,34.25,6042316.52,180.4,2.9,0.18545769593300626,80.0286995515695,5069.534738042159,59.03067366492291,5128.565411707082,3127.211315378234,4378.776640795564,0.27506051359366773,3.5973930101330795,43.6,22.5,2.7626355815818484,2.2653611768971156,3.58,6.404811536966143,22.929225302338793,51.2,25.0,8.9,0,0,0,0,0.0,0.0,111.14,181.33,487.5774775355124,-415.0,1702.383602454827,-0.51875,103.85400271506414,6217.959221403133,57227.56526920192,57227.56526920192,12727.450880186392,21126.91442128022,154794.0,26914.276759960285,487.5774775355124,6172.730865599587,33087.00762555987,14061.978240862943,104243.0,259037.0,323.79625,29110.759601977545,133353.75960197754,-1275.0,-104.59118400155101
0,800.0,3.0,0.249,1586.0,2133.0,0.00363,8.2,4.7,3.4,1.14,cylinder,0.95,1155.0,324.0,561.0,1096.0,0.9,0.081,3.53,1.33,1360.8,0.64,2.1,5.2,0.3,1483.0,0.00378,55.4,1.09,28.1,0,0,0,0,0,0,0,2.61,2.49,1.0,400.0,1.068,5.6,101.3,9.5,0.76,3.51,3.51,314.6,0.3,0.224,23.1,0.00528,30.1,25.0,64.4,3.14,0.17,147.0,0.854,59.5,2.83,0.715,115.1,981.9,0.199,1.972,0.789,49.8,7.0,0.317,1.22,105.9,0.766,12.1,2.0,0.0,2.5,5.0,218.0,0.0,1974.0,1.0,1.23,4.4,1.0,0.0,0.0,3843.647453242772,1079.7604796482037,3563.886973594568,-279.7604796482037,1080.0,2764.0,5.009982602677634,1.1,48.0,14313.0,7.79,86.92407252669679,5286835.9317014245,0.08800000000000001,1.0287861881957299,36.86,26.688,35.13,5764637.04,102.5,1.73,0.1704443925447449,59.04047384007897,3523.0496348411107,54.88860147761431,3577.938236318725,2412.991188033754,3843.647453242772,0.28089121780072396,3.6010101317230325,30.1,23.1,1.8958980026022263,1.440882481977692,3.51,6.319594092183785,22.181775263565086,64.4,25.0,9.5,0,0,0,0,0.0,0.0,84.86,103.45,450.812053037186,-280.0,1530.5725326853897,-0.35,100.98189988032966,7567.306342388297,63033.71188328713,63033.71188328713,13525.60866477414,12071.741158040928,150629.0,22450.44024125186,450.812053037186,3155.6843712603018,25606.12461251216,8117.141502166355,74925.0,225554.0,281.9425,18519.927645493215,93444.92764549321,520.0,179.7017839336408
